long,lat,id,nombre,categoria,cocina,ambientacion,telefono,mail,horario,calle_nombre,calle_altura,calle_cruce,direccion_completa,barrio,comuna,codigo_postal,codigo_postal_argentino
"-584,023,154","-346,012,052",858,PIZZERIA Y BAR PABLITO,RESTAURANTE,INTERNACIONAL,MODERNO,4961 6209,,,LARREA,691,,LARREA 691,Balvanera,3,1030,C1030AAM
"-584,580,427","-345,502,962",1514,PIZZUELA EXPRESS,RESTAURANTE,,,4788 5330,,,11 DE SEPTIEMBRE DE 1888,3000,,11 DE SEPTIEMBRE DE 1888 3000,NuÑes,13,1429,C1429BID
"-583,793,544","-346,000,952",2442,PLACES,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4393 8038,,lunes a viernes de 7 a 21 - sábado de 8 a 14,VIAMONTE,879,,VIAMONTE 879,San Nicolas,1,1053,C1053ABQ
"-584,903,744","-345,719,393",2821,Plan B Pizza,BAR,PIZZERIA,MODERNO,0810-77-PLANB (75262) OPCION 2,,jueves. viernes. sábado y preferiado de 19 a 4,Bauness,2802,,BAUNESS 2802,Villa Urquiza,12,1431,C1431DOJ
"-584,896,786","-345,729,246",2820,Plan B Resto Bar,BAR,MINUTAS,MODERNO,0810-77-PLANB (75262) OPCION 1,,lunes a jueves de 9 a 1 - viernes y sábado de 9 a 00,Rivera Pedro,5202,,"RIVERA, PEDRO I., Dr. 5202",Villa Urquiza,12,1431,C1431BVP
"-58,446,749","-346,283,123",1053,PLATON,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4432 3836,,,PUAN,483,,PUAN 483,Caballito,6,1406,C1406CQI
"-58,382,843","-346,253,201",1120,PLAZA,RESTAURANTE,,,,,,SALTA,1456,,SALTA 1456,Constitucion,1,1137,C1137ACF
"-584,320,936","-34,616,454",1052,PLAZA,CAFE,SANDWICHERIA,ELEGANTE,4902 2903,,,RIVADAVIA,4732,,RIVADAVIA AV. 4732,Caballito,6,1424,C1424CEP
"-584,312,144","-346,022,318",659,PLAZA CORRIENTES,RESTAURANTE,,,,,,CORRIENTES,4656,,CORRIENTES AV. 4656,Almagro,5,1195,C1195AAS
"-583,691,359","-346,025,226",2443,PLAZA DE LAS CARRETAS,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4361 6144,,lunes a viernes de 8 a 17,BOUCHARD,452,,BOUCHARD 452,San Nicolas,1,1106,C1106ABF
"-584,133,924","-345,869,515",393,PLAZA DEL CÃ‚Â RMEN,RESTAURANTE,INTERNACIONAL,MODERNO,4778 4500,www.plazadelcarmen.com,,SANTA FE,3402,,SANTA FE AV. 3402,Palermo,14,1425,C1425BGW
"-584,295,067","-346,153,092",1054,PLAZA DEL CARMEN,CAFE,ESPAÃ‘OLA,MODERNO,4901 9384,www.plazadelcarmen.com,,RIVADAVIA,4502,,RIVADAVIA AV. 4502,Caballito,6,1424,C1424CEN
"-584,102,762","-3,458,903",392,PLAZA DONNA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4822 0785,,,SANTA FE,3202,,SANTA FE AV. 3202,Palermo,14,1425,C1425BGU
"-583,714,946","-346,201,854",2616,PLAZA DORREGO,RESTAURANTE,SANDWICHERIA,TANGO,4361 0141,,,DEFENSA,1093,,DEFENSA 1093,San Telmo,1,1065,C1065AAS
"-583,713,907","-346,205,531",2617,PLAZA DORREGO BAR,BAR,MINUTAS,CLASICO PORTEÑO,4361 0141,,lunes a domingo de 8 a 5,DEFENSA,1098,,DEFENSA 1098,San Telmo,1,1065,C1065AAT
"-583,763,359","-345,923,215",2030,PLAZA ITALIA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,,,,DEL LIBERTADOR,176,,DEL LIBERTADOR AV. 176,Retiro,1,1001,C1001ABO
"-583,858,036","-346,144,987",1459,PLAZA MAYOR,RESTAURANTE,ESPAÃ‘OLA,ESPAÑOL,4383 0788,www.grupoplazamayor.com,,VENEZUELA,1399,,REPUBLICA BOLIVARIANA DE VENEZUELA 1399,Monserrat,1,1095,C1095ABA
"-583,698,174","-346,005,226",2445,PLAZA ROMA,RESTAURANTE,INTERNACIONAL,MODERNO,4311 0031,plazaromasrl@arnet.com.ar,,TUCUMAN,149,,TUCUMAN 149,San Nicolas,1,1049,C1049AAC
"-583,691,974","-346,020,316",2444,PLAZA ROMA,RESTAURANTE,PORTEÃ‘A,CLASICO PORTEÑO,4314 0666,www.hotelplazaroma.com.ar,,BOUCHARD,484,,BOUCHARD 484,San Nicolas,1,1106,C1106ABF
"-584,379,004","-346,188,513",1055,PLAZA TRIANA,RESTAURANTE,MINUTAS,MODERNO,,,,RIVADAVIA,5103,,RIVADAVIA AV. 5103,Caballito,6,1424,C1424CEG
"-584,455,266","-346,174,831",1056,PLENO SOL ASADOR CRIOLLO,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4433 4946,,,GARCIA LORCA FEDERICO,399,,"GARCIA LORCA, FEDERICO 399",Caballito,6,1405,C1405AHC
"-583,726,715","-346,020,225",2446,PLUS ULTRA,RESTAURANTE,MINUTAS,,4393 2336,,,LAVALLE,401,,LAVALLE 401,San Nicolas,1,1047,C1047AAI
"-583,900,161","-345,850,228",2033,PLUS ULTRA,RESTAURANTE,INTERNACIONAL,MODERNO,4814 4750,,,DEL LIBERTADOR,1201,,DEL LIBERTADOR AV. 1201,Recoleta,2,1112,C1112ABC
"-583,878,082","-346,028,465",2447,PLUSULTRA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4372 1419,,lunes a viernes de 7 a 22,LAVALLE,1497,,LAVALLE 1497,San Nicolas,1,1048,C1048AAI
"-584,267,708","-345,890,294",394,PODEST,RESTAURANTE,SANDWICHERIA,MODERNO,4832 2776,,,ARMENIA,1740,,ARMENIA 1740,Palermo,14,1414,C1414DKL
"-584,062,029","-346,102,192",861,PODESTA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4861 6209,,,RIVADAVIA,2802,,RIVADAVIA AV. 2802,Balvanera,3,1203,C1203AAN
"-583,807,368","-346,070,458",2449,POKER,RESTAURANTE,,,4326 8620,,,PELLEGRINI CARLOS,111,,"PELLEGRINI, CARLOS 111",San Nicolas,1,1009,C1009ABC
"-583,877,963","-34,604,175",2448,POLITEAMA,RESTAURANTE,TRADICIONAL,MODERNO,4371 9779,,,CORRIENTES,1496,,CORRIENTES AV. 1496,San Nicolas,1,1042,C1042AAN
"-584,555,734","-345,631,492",546,POMPEII,RESTAURANTE,INTERNACIONAL,MODERNO,4788 9009,,,CABILDO,1985,,CABILDO AV. 1985,Belgrano,13,1428,C1428AAB
"-584,000,529","-345,847,928",1890,POMPEII,RESTAURANTE,MINUTAS,MODERNO,,,,LAS HERAS GRAL.,2601,,LAS HERAS GENERAL AV. 2601,Recoleta,2,1425,C1425ASD
"-584,451,373","-346,297,619",1545,POOL ENTRETENIMIENTO,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,,,jueves a domingo de 22 al cierre,DIRECTORIO AV,1240,,DIRECTORIO AV. 1240,Parque Chacabuco,7,1406,C1406GZO
"-583,833,569","-346,074,022",2450,POR ELLOS,RESTAURANTE,INTERNACIONAL,,4384 8140,,,MITRE BARTOLOME,1189,,"MITRE, BARTOLOME 1189",San Nicolas,1,1036,C1036AAU
"-583,960,301","-345,888,291",1892,POR H O POR B,RESTAURANTE,INTERNACIONAL,,,,,AZCUENAGA,1781,,AZCUENAGA 1781,Recoleta,2,1128,C1128AAC
"-584,213,619","-346,387,845",954,POR USTEDES,,MINUTAS,CLASICO PORTEÑO,,,,GIBSON,4104,,GIBSON 4104,Boedo,5,1255,C1255AAF
"-58,416,822","-34,595,621",395,PORTALS,BAR,,,,,,BULNES,1400,,BULNES 1400,Palermo,14,1176,C1176ABZ
"-583,906,843","-345,995,897",2451,PORTEÑITO,CAFE,TRADICIONAL,MODERNO,4814 1369,,lunes a viernes de 7 a 21,CORDOBA,1652,,CORDOBA AV. 1652,San Nicolas,1,1055,C1055AAT
"-583,711,528","-34,605,453",2453,PORTO FINO,CAFE,TRADICIONAL,CLASICO PORTEÑO,4342 1672,,,PERON JUAN DOMINGO TTE.,302,,"PERON, JUAN DOMINGO, TTE. GENERAL 302",San Nicolas,1,1038,C1038AAH
"-583,733,721","-34,596,165",2035,PORTO PIRATA,RESTAURANTE,INTERNACIONAL,BRITANICA,4314 1233,,lunes a domingo de 11 al cierre,ALVEAR MARCELO T. De,401,,"ALVEAR, MARCELO T. De 401",Retiro,1,1058,C1058AAC
,,,PORTO PIRATA,Restaurante,,,4314-1233,info@portopirataresto.com.ar,,,,,MARCELO T. DE ALVEAR 401,RETIRO,1,,
"-584,087,799","-345,807,233",397,PORTO PIZZA,BAR,PIZZERIA,MODERNO,4800 1112,info@portopizza.com,,SALGUERO JERONIMO,2671,,"SALGUERO, JERONIMO 2671",Palermo,14,1425,C1425DEK
"-584,513,198","-345,667,552",603,PORTO PIZZA,,ITALIANA,MODERNO,4787 3883,,,CABILDO,1532,,CABILDO AV. 1532,Colegiales,13,1426,C1426ABP
"-583,710,923","-346,065,488",2452,PORTO VELBO,CAFE,SANDWICHERIA,CLASICO PORTEÑO,4342 6150,,lunes a viernes de 7 a 19,MITRE BARTOLOME,301,,"MITRE, BARTOLOME 301",San Nicolas,1,1036,C1036AAE
,,,POSADA DE VIRREYES,Restaurante,,,4644-1006 / 4642-7710,,,,,,NAZARRE 6102,VILLA REAL,10,,
"-583,863,299","-345,880,365",1893,POSADAS BAR,CAFE,TRADICIONAL,CLASICO PORTEÑO,4812 0734,,lunes a domingo de 8 a 1,POSADAS,1402,,POSADAS 1402,Recoleta,2,1011,C1011ABJ
"-583,716,653","-346,202,468",2619,POSEIDON,BAR,MINUTAS,CLASICO PORTEÑO,4367 7997,edusor@ciudad.com.ar,,BETHLEM,419,,BETHLEM 419,San Telmo,1,1103,C1103ABA
"-584,378,022","-345,649,002",396,POSITANO,RESTAURANTE,REGIONAL,ITALIANA,4772 7539,,,OLLEROS,1760,,OLLEROS AV. 1760,Palermo,14,1426,C1426CRF
"-583,911,931","-346,256,308",2088,POSTA GAUCHA,RESTAURANTE,REGIONAL,FOLKLORICO,4884 0045,www.postagaucha.com.ar,,ENTRE RIOS,1444,,ENTRE RIOS AV. 1444,Constitucion,1,1133,C1133AAP
"-58,383,164","-346,134,455",1460,POSTA IV,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4384 6467,,,SALTA,424,,SALTA 424,Monserrat,1,1074,C1074AAJ
"-583,923,786","-345,881,396",1895,POSTA RECOLETA,CAFE,PARRILLA,RUSTICA,4802 6214,,lunes a lunes de 8 a 1,JUNIN,1770,,JUNIN 1770,Recoleta,2,1113,C1113AAT
"-584,513,198","-345,667,552",547,POSTO PIZZA,RESTAURANTE,PIZZERIA,MODERNO,4787 3883,info@postopizza.com,,CABILDO,1532,,CABILDO AV. 1532,Colegiales,13,1426,C1426ABP
"-583,909,859","-346,328,651",1586,POZO BAR,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4304 4063,,,RONDEAU,1878,,RONDEAU 1878,Parque Patricios,4,1245,C1245ABB
"-584,024,132","-345,835,495",1894,PRAGA,CAFE,MINUTAS,MODERNO,4805 5364,,lunes a sábado de 7 a 21,LAS HERAS GRAL.,2912,,LAS HERAS GENERAL AV. 2912,Recoleta,2,1425,C1425AST
"-584,621,838","-345,447,103",1512,PRETO RESTO BAR,RESTAURANTE,INTERNACIONAL,RUSTICA,4704 5338,,,JARAMILLO,1701,,JARAMILLO 1701,NuÑes,13,1429,C1429CQE
"-583,861,748","-346,135,247",1463,PRETTY,RESTAURANTE,MINUTAS,MODERNO,4383 7479,,,BELGRANO,1402,,BELGRANO AV. 1402,Monserrat,1,1093,C1093AAP
"-584,040,581","-345,952,509",1896,PRETTY NORT,CAFE,MINUTAS,CLASICO PORTEÑO,,,lunes a sábado de 6 a 21,CHARCAS,2599,,CHARCAS 2599,Recoleta,2,1425,C1425BMA
,,,PRIDE CAFÉ,Bar Temático,,,4300-6435,pridecafe@live.com,,,,,BALCARCE 369,SAN TELMO,1,,
"-583,932,571","-34,585,442",1897,PRIMAFILA,,ITALIANA,DISEÑO,4804 0055,www.primafilaristorante.com.ar,lunes a domingo de 12 al cierre,PUEYRREDON,2501,,PUEYRREDON AV. 2501,Recoleta,2,1119,C1119ACI
"-583,842,987","-346,145,012",1461,PRIMER CORTE,RESTAURANTE,INTERNACIONAL,MODERNO,4381 9158,,,VENEZUELA,1290,,REPUBLICA BOLIVARIANA DE VENEZUELA 1290,Monserrat,1,1095,C1095AAZ
"-583,947,275","-345,970,974",1898,PRIMER EURO,CAFE,INTERNACIONAL,CLASICO PORTEÑO,4815 0727,,,RIOBAMBA,1019,,RIOBAMBA 1019,Recoleta,2,1116,C1116ABE
"-584,056,183","-345,870,285",1900,PRIMI PIATTI,RESTAURANTE,ITALIANA,MODERNO,4809 3439,www.primapiatti.com.ar,,FRENCH,3015,,FRENCH 3015,Recoleta,2,1425,C1425AWK
"-58,372,494","-346,206,782",2618,PRIMO HUMBERTO,RESTAURANTE,PARRILLA,FOLKLORICO,4300 8621,www.primoh.com.ar,lunes a domingo de 10 al cierre,HUMBERTO 1º,475,,HUMBERTO 1º 475,San Telmo,1,,
"-583,966,809","-3,460,498",859,PRONTO,RESTAURANTE,MINUTAS,,4951 7286,,,JUNIN,375,,JUNIN 375,Balvanera,3,1026,C1026ABG
"-584,049,284","-345,918,582",1899,PRONTO CAFE- BAR,CAFE,MINUTAS,CLASICO PORTEÑO,4821 2685,,,ARENALES,2799,,ARENALES 2799,Recoleta,2,1425,C1425BEE
"-583,750,713","-34,605,242",2455,PRONTO PIZZA,RESTAURANTE,PIZZERIA,MODERNO,,,lunes a sábado de 11 a 23,FLORIDA,233,,FLORIDA 233,San Nicolas,1,1005,C1005AAE
"-583,752,577","-346,013,107",2454,PRONTO PIZZA,RESTAURANTE,PIZZERIA,MODERNO,4328 2566,,,FLORIDA,577,,FLORIDA 577,San Nicolas,1,1005,C1005AAK
"-584,028,526","-345,956,248",1901,PROPIZIO,CAFE,MINUTAS,MODERNO,4824 7800,,lunes a domingo de 6.30 a 2,PUEYRREDON AV,1306,,PUEYRREDON AV. 1306,Recoleta,2,1118,C1118AAQ
"-583,786,892","-346,001,305",2456,PROPUESTA,CONFITERIA,MINUTAS,CLASICO PORTEÑO,4327 4223,,lunes a viernes de 7.30 a 19.30,VIAMONTE,826,,VIAMONTE 826,San Nicolas,1,1053,C1053ABR
"-583,965,222","-346,061,474",862,PROSCIUTO,RESTAURANTE,INTERNACIONAL,ANTIGUO,4153 2906,,,JUNIN,283,,JUNIN 283,Balvanera,3,1026,C1026ABE
"-584,020,046","-345,976,602",1902,PROVENCE,CAFE,MINUTAS,MODERNO,4966 2100,,,LARREA,909,,LARREA 909,Recoleta,2,1117,C1117ABC
"-584,114,859","-346,117,242",860,PSICOSIS,BAR,MINUTAS,CLASICO PORTEÑO,,,,YRIGOYEN HIPOLITO,3199,,"YRIGOYEN, HIPOLITO 3199",Balvanera,3,1207,C1207ABD
"-583,759,373","-345,988,298",2458,PTO. DEL CARMEN,CONFITERIA,MINUTAS,CLASICO PORTEÑO,4322 1054,,lunes a domingo de 6 a 00,CORDOBA,628,,CORDOBA AV. 628,San Nicolas,1,1054,C1054AAS
"-584,317,991","-345,890,736",398,PUBLICO,RESTAURANTE,MEDITERRANEA,MODERNO,4834 63229,,,GORRITI,5054,,GORRITI 5054,Palermo,14,1414,C1414BJR
"-58,434,434","-346,229,389",1057,PUCARA,RESTAURANTE,,,,,,ALBERDI JUAN BAUTISTA,493,,"ALBERDI, JUAN BAUTISTA AV. 493",Caballito,6,1424,C1424BYE
"-5,843,275","-3,462,284",1059,PUENTE DE PIEDRA,RESTAURANTE,TRADICIONAL,MODERNO,4921 8500,,,ALBERDI JUAN BAUTISTA,344,,"ALBERDI, JUAN BAUTISTA AV. 344",Caballito,6,1424,C1424BYQ
"-584,409,552","-346,208,386",1058,PUERTA DEL SOL,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,,ROSARIO,900,,ROSARIO 900,Caballito,6,1424,C1424CCR
"-583,663,375","-346,098,696",1624,PUERTO CRISTAL,RESTAURANTE,INTERNACIONAL,,4315 6260,,lunes a domingo mediodía y noche,MOREAU DE JUSTO ALICIA,1082,,"MOREAU DE JUSTO, ALICIA AV. 1082",Puerto Madero,1,1107,C1107AAV
"-5,848,743","-346,299,906",2645,PUERTO DESEADO,RESTAURANTE,PARRILLA,BODEGA,4636 3719,,,SEGUROLA,472,,SEGUROLA AV. 472,Velez Sarsfield,10,1407,C1407ANH
"-583,823,339","-346,084,607",2457,PUERTO LEYENDA,RESTAURANTE,INTERNACIONAL,,,,,RIVADAVIA AV,1123,,RIVADAVIA AV. 1123,San Nicolas,1,1033,C1033AAB
"-58,367,022","-346,192,443",2620,PUERTO LUNA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4342 4664,,,CALVO CARLOS,99,,"CALVO, CARLOS 99",San Telmo,1,1102,C1102AAA
"-583,610,622","-34,641,005",1262,PUERTO VIEJO,RESTAURANTE,PARRILLA,COLONIAL,4301 0090,ar.geocities.com/parrillapuertoviejo,,DON PEDRO DE MENDOZA,2103,,DON PEDRO DE MENDOZA AV. 2103,Boca,4,1169,C1169AAF
,,,PUERTO VIEJO,Restaurante,,,4301-0090,parrilla.puertoviejo@gmail.com,,,,,B. QUINQUELA MARTÍN 718,LA BOCA,4,,
"-583,710,977","-346,235,731",2838,PulperÃƒÂ­a QuilapÃƒÂ¡n,RESTAURANTE,DE AUTOR,HISTÓRICA,011 4307-6288,info@pulperiaquilapan.com,martes a domingo de 8 a 00,Defensa,1344,,DEFENSA 1344,San Telmo,1,1143,C1143AAD
"-584,614,534","-345,644,418",548,PULPERIA AL 900,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4781 3291,,,CRAMER,2125,,CRAMER AV. 2125,Belgrano,13,1428,C1428CTG
"-583,638,658","-34,639,298",1261,PULPERIA LA ARGENTINA,BAR,MINUTAS,FOLKLORICO,,,lunes a domingo de 9.30 a 18,ARAOZ DE LAMADRID G. GRAL.,801,,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 801",Boca,4,1166,C1166AAO
,,,PULPERÍA QUILAPAN,Restaurante,,,4307-6288,info@pulperiaquilapan.com,,,,,DEFENSA 1344,SAN TELMO,1,,
"-585,062,982","-346,477,781",1314,PUNTA CANA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4635 2790,,,CASTRO EMILIO,5998,,"CASTRO, EMILIO AV. 5998",Mataderos,9,1440,C1440CLV
"-583,902,706","-346,138,063",1462,PUNTA CUORE,RESTAURANTE,MINUTAS,MODERNO,4384 8889,,,BELGRANO,1700,,BELGRANO AV. 1700,Monserrat,1,1093,C1093AAR
"-584,239,265","-346,027,935",660,PUNTA CUORE,RESTAURANTE,MINUTAS,MODERNO,,,,CORRIENTES,4199,,CORRIENTES AV. 4199,Almagro,5,1195,C1195AAA
"-585,205,237","-346,544,056",1312,PUNTA NAON,BAR,PIZZERIA,MODERNO,4687 2800,,,CASTRO EMILIO,7328,,"CASTRO, EMILIO AV. 7328",Mataderos,9,1408,C1408IGX
"-583,896,055","-345,996,897",2459,PUNTA SERENA,RESTAURANTE,TRADICIONAL,MODERNO,4811 3165,puntaserena@ciudad.com.ar,,MONTEVIDEO,783,,MONTEVIDEO 783,San Nicolas,1,1019,C1019ABO
"-584,715,253","-346,311,084",1197,PUNTA Y TACO,RESTAURANTE,MINUTAS,AUTOS,,,,RIVADAVIA,7519,,RIVADAVIA AV. 7519,Flores,7,1406,C1406GMF
"-583,982,194","-346,048,564",863,PUNTO CERO,BAR,,,,,,URIBURU,388,,"URIBURU JOSE E., Pres. 388",Balvanera,3,1027,C1027AAH
"-584,680,741","-3,454,691",1515,PUNTO OBLIGADO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4704 0404,,,VUELTA DE OBLIGADO,3799,,VUELTA DE OBLIGADO 3799,NuÑes,13,1429,C1429AVS
"-584,160,368","-345,888,825",399,PUNTO SUR,CAFE,MINUTAS,CLASICO PORTEÑO,4821 0687,,,CHARCAS,3615,,CHARCAS 3615,Palermo,14,1425,C1425BMW
"-584,665,049","-345,366,297",1513,PYKO'S BAR,CAFE,SANDWICHERIA,MODERNO,4702 8794,,,DEL LIBERTADOR,8602,,DEL LIBERTADOR AV. 8602,NuÑes,13,1429,C1429BNT
"-584,302,007","-34,572,549",400,PYZZADELICA,CAFE,PIZZERIA,MODERNO,4777 0363,,,BAEZ,207,,BAEZ 207,Palermo,14,1426,C1426BRE
"-58,441,461","-346,435,059",1544,Q' RICO,RESTAURANTE,BOLIVIANA,CLASICO PORTEÑO,,,lunes a lunes de 10 a 23,COBO,1899,,COBO AV. 1899,Parque Chacabuco,7,1406,C1406ILD
"-584,409,123","-346,630,923",2792,QUE LUGAR,CAFE,,,,,,CORRALES,3157,,CORRALES 3157,Villa Soldati,8,1437,C1437GNE
"-583,920,502","-346,062,479",2460,QUE SE YO,CAFE,MINUTAS,CLASICO PORTEÑO,4371 9061,,,CALLAO,249,,CALLAO AV. 249,San Nicolas,1,1022,C1022AAC
"-584,457,833","-34,597,148",2685,QUE TUL...,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4856 6455,,,PADILLA,1002,,PADILLA 1002,Villa Crespo,15,1414,C1414AGR
"-5,839,328","-345,946,774",1904,QUEBEC,RESTAURANTE,,,4815 1979,,,CALLAO,1202,,CALLAO AV. 1202,Recoleta,2,1023,C1023AAS
"-584,012,336","-345,922,202",1903,QUEBEC,CAFE,,,4825 0795,,,PUEYRREDON AV,1637,,PUEYRREDON AV. 1637,Recoleta,2,1118,C1118AAG
"-584,261,883","-345,831,026",401,QUEBEQ,RESTAURANTE,,,,,,PARAGUAY,4683,,PARAGUAY 4683,Palermo,14,1425,C1425BSQ
"-584,320,523","-345,715,852",403,QUENTIN,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4778 9318,,,BAEZ,390,,BAEZ 390,Palermo,14,1426,C1426BRH
"-584,422,393","-345,824,717",402,QUENTIN,RESTAURANTE,INTERNACIONAL,ANTIGUO,4774 2563,,,AREVALO,1502,,AREVALO 1502,Palermo,14,1414,C1414CQF
"-583,919,596","-345,953,683",1905,QUESO Y CRUDO,RESTAURANTE,MEDITERRANEA,CLASICO PORTEÑO,4811 2635,,lunes a domingo de 9 a 3,RODRIGUEZ PEÑA,1169,,RODRIGUEZ PEÑA 1169,Recoleta,2,,
"-585,031,046","-3,464,628",1315,QUICK,BAR,PIZZERIA,MODERNO,4682 0313,,,CASTRO EMILIO,5680,,"CASTRO, EMILIO AV. 5680",Mataderos,9,1440,C1440CLS
"-583,945,127","-345,950,115",1906,QUIERO MAS,RESTAURANTE,,,4812 4031,,,RIOBAMBA,1177,,RIOBAMBA 1177,Recoleta,2,1116,C1116ABG
"-583,822,347","-346,090,314",1464,QUIJOTE PIZZA CAFE,RESTAURANTE,PIZZERIA,MODERNO,4383 7583,quijotepizza@hotmail.com,,DE MAYO,1101,,DE MAYO AV. 1101,Monserrat,1,1085,C1085ABB
"-584,084,023","-345,868,279",404,QUILATE,RESTAURANTE,,,4827 0578,,,DIAZ CNEL.,2189,,"DIAZ, CNEL. AV. 2189",Recoleta,2,1425,C1425DQH
"-584,572,304","-345,616,022",549,QUINCY,RESTAURANTE,PIZZERIA,MODERNO,4784 6525,urqu@infovia.com.ar,,CABILDO,2156,,CABILDO AV. 2156,Belgrano,13,1428,C1428AAQ
"-583,794,542","-34,604,319",2462,QUINTA AVENIDA II,CAFE,MINUTAS,CLASICO PORTEÑO,4326 0295,,lunes a viernes de 7 a 19.30,SUIPACHA,348,,SUIPACHA 348,San Nicolas,1,1008,C1008AAH
"-584,659,097","-346,282,947",1195,QUINTITOS CAFE,CAFE,MINUTAS,CLASICO PORTEÑO,4612 2372,,,YERBAL,2599,,YERBAL 2599,Flores,7,1406,C1406GKE
"-584,093,421","-346,177,078",864,QUITAPENAS,CAFE,MINUTAS,CLASICO PORTEÑO,4931 3383,,,URQUIZA Gral.,606,,"URQUIZA, Gral. 606",Balvanera,3,1221,C1221ADD
"-583,933,999","-346,100,748",865,QUORUM,CAFE,TENEDOR LIBRE,MODERNO,4951 0855,,,COMBATE DE LOS POZOS,61,,COMBATE DE LOS POZOS 61,Balvanera,3,1079,C1079AAA
"-583,723,825","-346,038,388",2461,RABBIT,RESTAURANTE,FAST FOOD,MODERNO,4325 5505,,,RECONQUISTA,349,,RECONQUISTA 349,San Nicolas,1,1003,C1003ABG
"-583,843,691","-345,924,962",2036,RABELAIS,RESTAURANTE,FRANCESA,FRANCES,4515 0640,,,LIBERTAD,1319,,LIBERTAD 1319,Retiro,1,1016,C1016ABA
"-583,924,438","-345,844,014",2034,RABELAIS,RESTAURANTE,FRANCESA,FRANCES,4515 0640,,,DEL LIBERTADOR,1319,,DEL LIBERTADOR AV. 1319,Recoleta,2,1112,C1112ABD
"-58,393,983","-346,020,164",866,RAGNAR,RESTAURANTE,MINUTAS,MODERNO,4811 2794,,,TUCUMAN,1899,,TUCUMAN 1899,Balvanera,3,1050,C1050AAK
,,,RAÍCES COCINA CASERA CON HISTORIA,Restaurante,,,4541-4927/3189,info@raicescocinacasera.com.ar,,,,,CRISÓLOGO LARRALDE 3995,SAAVEDRA,12,,
"-58,387,277","-345,911,362",2037,RAMIRO,RESTAURANTE,ITALIANA,RUSTICA,4511 4444,,lunes a domingo de 12 a 00,MONTEVIDEO,1655,,MONTEVIDEO 1655,Retiro,1,1021,C1021AAA
"-58,511,251","-346,584,807",1316,RANCHO,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4686 3010,,,ALBERDI JUAN BAUTISTA,6900,,"ALBERDI, JUAN BAUTISTA AV. 6900",Mataderos,9,1440,C1440ABT
"-58,459,524","-345,730,642",604,RAPSODIA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4555 7570,rapsodiaconfiteria@hotmail.com,,ELCANO,3189,,ELCANO AV. 3189,Colegiales,13,1426,C1426EJC
"-584,246,004","-345,956,117",405,RASTRO,BAR,MINUTAS,COLONIAL,,,lunes a viernes de 10 a 19,CABRERA JOSE A.,4199,,"CABRERA, JOSE A. 4199",Palermo,14,1186,C1186ABA
"-584,317,829","-34,589,084",407,RAVE,BAR,INTERNACIONAL,MODERNO,4833 7832,,,GORRITI,5052,,GORRITI 5052,Palermo,14,1414,C1414BJR
"-584,395,362","-345,816,938",406,RAVELLO,RESTAURANTE,INTERNACIONAL,MODERNO,4770 9400,,,HONDURAS,5906,,HONDURAS 5906,Palermo,14,1414,C1414BNL
"-584,253,211","-345,992,001",662,RAWSON CAFE,RESTAURANTE,INTERNACIONAL,MODERNO,4862 0629,,,ROCAMORA,4302,,ROCAMORA 4302,Almagro,5,1184,C1184ABH
"-583,877,611","-345,881,754",1907,RECCO. COFFEE & BEER,RESTAURANTE,,,4813 5579,,,CALLAO,1953,,CALLAO AV. 1953,Recoleta,2,1024,C1024AAF
"-583,766,012","-34,601,091",2463,RED,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4394 2962,,lunes a domingo de 6 a 22.30,TUCUMAN,693,,TUCUMAN 693,San Nicolas,1,1049,C1049AAM
"-584,338,914","-345,788,816",409,REGGIO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4774 5656,,,GUATEMALA,5798,,GUATEMALA 5798,Palermo,14,1425,C1425BVL
"-584,239,742","-345,757,447",411,REGIO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4775 9293,,,SINCLAIR,2934,,SINCLAIR 2934,Palermo,14,1425,C1425FRB
